codiUp;superficieRealSol;estatUrbanisticDescription;comercialitzacio;dretPropietat;codiMunicipi;nomMunicipi;descripcioActuacio;COD_CLAS;X;Y;"Total valor cadastral
"
9814;687,35;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;43018;ARNES;Plana del Riu;SUC;268599,7755;4532255,978;687,35
23352;9308;Sòl inactiu;FALSO;VERDADERO;43148;TARRAGONA;Ampliació Riuclar;SNU;351376,5781;4555134,002;9308
27228;15782,28;Sòl inactiu;FALSO;VERDADERO;43170;VILA-RODONA;Planes del Guardià;SNU;359354,5499;4574167,945;15782,28
27923;4343,02;Sòl net pendent execució obra;VERDADERO;VERDADERO;8266;CERDANYOLA DEL VALLÈS;el Centre Direccional;SUD;425393,4053;4593744,029;4343,02
19500;2237,44;Sòl inactiu;FALSO;VERDADERO;43155;TORTOSA;Pol. Industrial Catalunya Sud;SNU;298109,5132;4515288,622;2237,44
22897;428;Sòl inactiu;FALSO;VERDADERO;8056;CASTELLDEFELS;Campus Universitari;SNU;414789,3069;4569877,144;428
25889;825,8;Sòl edificat;FALSO;VERDADERO;8015;BADALONA;Barri Sant Roc;SUC;435237,522;4587597,292;825,8
27223;144512,61;Sòl inactiu;FALSO;VERDADERO;43170;VILA-RODONA;Planes del Guardià;SNU;360880,6325;4573199,366;144512,61
25702;3133,68;Sòl edificat;FALSO;VERDADERO;8169;PRAT DE LLOBREGAT,EL;Sant Cosme;SUC;423566,3332;4574566,148;3133,68
27382;3899,15;Sòl inactiu;FALSO;VERDADERO;43057;FEBRÓ,LA;Mas d'en Blai (Castillejos);SNU;331261,9067;4569500,081;3899,15
26686;34,35;Sòl inactiu;FALSO;VERDADERO;43094;MÓRA LA NOVA;el Molló;;303830,7464;4549171,561;34,35
25777;866,06;Sòl edificat;FALSO;VERDADERO;8307;VILANOVA I LA GELTRÚ;Sant Jordi;SUC;393560,3451;4564803,384;866,06
24033;190,48;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;17066;FIGUERES;Avinguda Costa Brava;SUD;497021,3051;4679916,892;190,48
25558;835;Sòl edificat;FALSO;VERDADERO;8018;BALSARENY;la Plaça de la Mel;SUC;406639,345;4635203,25;835
21218;25;Sòl inactiu;FALSO;VERDADERO;43044;SÉNIA,LA;Polígon Industrial les Mataltes;;275076,2602;4502093,948;25
25353;1498;Sòl edificat;FALSO;VERDADERO;8135;MONTMELÓ;elPla Pedregar;SUC;437448,3013;4600375,655;1498
25432;2039;Sòl edificat;FALSO;VERDADERO;17079;GIRONA;Fontajau;SUC;484876,3236;4648864,63;2039
27029;6715,68;Sòl inactiu;VERDADERO;VERDADERO;43076;MARÇÀ;Sort del Capellans III;SNU;315918,727;4556955,106;6715,68
22833;470,09;Sòl inactiu;FALSO;VERDADERO;25171;POBLA DE SEGUR,LA;Migdia;SNU;331950,5048;4678376,909;470,09
4903;91143,24;Sòl inactiu;FALSO;VERDADERO;25120;LLEIDA;Sant Isidre;SNU;307918,3025;4610390,434;91143,24
9766;554;Sòl net parcialment urbanitzat (falta algun servei);FALSO;VERDADERO;8181;ROCA DEL VALLÈS,LA;el Molí;SUC;445523,3677;4605457,906;554
23316;1345,67;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;43047;CONSTANTÍ;les Argiles;SUD;350488,2742;4557553,795;1345,67
25375;1294,09;Sòl edificat;FALSO;VERDADERO;8202;SANT CELONI;el C/Germà Julià;;;;1294,09
26727;4;Sòl inactiu;FALSO;VERDADERO;25040;BALAGUER;Campllong III;;318354,338;4627489,452;4
27623;10685,13;Sòl net totalment urbanitzat;FALSO;VERDADERO;8169;PRAT DE LLOBREGAT,EL;Sant Cosme;;423021,9732;4574281,655;10685,13
23194;315;Sòl net totalment urbanitzat;FALSO;VERDADERO;8101;HOSPITALET DE LLOBREGAT,L';Parcel·les a Creu Roja-Vallparda PERI 3;;426005,0236;4580393,198;315
22893;881;Sòl edificat;FALSO;VERDADERO;8056;CASTELLDEFELS;el Canal Piragüisme;SNU;415571,1745;4570406,315;881
27148;3861,83;Sòl inactiu;FALSO;VERDADERO;8114;MARTORELL;la Vila;SNU;408915,1404;4592898,913;3861,83
17981;1215,18;Sòl inactiu;FALSO;VERDADERO;43094;MÓRA LA NOVA;el Molló;SNU;303972,8529;4549581,077;1215,18
25437;3324;Sòl edificat;FALSO;VERDADERO;8073;CORNELLÀ DE LLOBREGAT;Dolors Almeda;SUC;423621,6561;4578112,171;3324
25770;1443;Sòl edificat;FALSO;VERDADERO;43012;ALTAFULLA;la Fassina;SUC;363858,1367;4555177,732;1443
1897;1744,8;Sòl inactiu;FALSO;VERDADERO;25121;LES;la Guà;;312854,8099;4742446,016;1744,8
25760;1303;Sòl edificat;FALSO;VERDADERO;8019;BARCELONA;Via Favència, 294-312 - Viladrosa, 147-157;SUC;431337,4732;4588521,953;1303
25541;2821;Sòl edificat;FALSO;VERDADERO;8298;VIC;Sector Sant Llàtzer;;;;2821
9822;527,51;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;43094;MÓRA LA NOVA;Sector 10;SUD;303091,3073;4552572,257;527,51
23140;1987;;FALSO;VERDADERO;25207;SOLSONA;Obra vella - Josep Torregasa;SNU;376628,2597;4649899,779;1987
27075;22636,19;Sòl inactiu;FALSO;VERDADERO;8143;ÒDENA;Plana dels Ametllers;SNU;382641,301;4607698,715;22636,19
21461;3048;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;8063;CASTELLOLI;Can Parera;SUC;389838,9768;4604869,952;3048
27595;181;Sòl inactiu;FALSO;VERDADERO;8191;SALLENT;el Barri de l'Estació;;;;181
14118;1661,34;;FALSO;VERDADERO;17027;BREDA;Sector Can Guilleumes;;463085,3967;4621776,558;1661,34
26967;16678,73;Sòl inactiu;FALSO;VERDADERO;43108;PLA DE SANTA MARIA,EL;la Garriga Gran;SNU;357117,5777;4576581,203;16678,73
26712;26582,11;Sòl inactiu;FALSO;VERDADERO;25078;CORBINS;Gibillí;SNU;306955,9439;4616787,26;26582,11
27081;38964,19;Sòl inactiu;FALSO;VERDADERO;8191;SALLENT;els Plans de la Sala;SNU;409198,7883;4626216,465;38964,19
23408;269;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;25119;JUNEDA;carrer Bas (SUD-1);SUC;318603,0134;4602336,318;269
9761;64015,76;Sòl inactiu;FALSO;VERDADERO;25016;ALGUAIRE;Pinyana;SNU;299003,7912;4622377,217;64015,76
4921;958,5;Sòl net totalment urbanitzat;FALSO;VERDADERO;43086;MONTBLANC;l'Horta de Vinyols;;346303,2767;4581909,375;958,5
17995;35240,05;Sòl inactiu;FALSO;VERDADERO;43170;VILA-RODONA;Planes del Guardià;SNU;360808,0305;4573862,998;35240,05
173;19080,19;Sòl inactiu;FALSO;VERDADERO;25207;SOLSONA;Partida de Santa Llúcia;SNU;379378,3485;4649243,672;19080,19
20591;2973,43;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;43138;SANTA BÀRBARA;Barranc d'en Lledó;SUC;289075,1369;4512582,517;2973,43
24953;41;Sòl inactiu;FALSO;VERDADERO;8015;BADALONA;PII als 7 barris fronterers de la Serra d'en Mena (Badalona);SUC;435091,5832;4588422,972;41
7888;36330;En gestió urbanística;FALSO;VERDADERO;43155;TORTOSA;Pol. Industrial Catalunya Sud;SUD;297112,8692;4515608,441;36330
7511;459;Sòl inactiu;FALSO;VERDADERO;8169;PRAT DE LLOBREGAT,EL;Mas Blau II;;422441,7132;4573782,163;459
23319;1527;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;43060;FLIX;la Ventonella;SUC;293730,7818;4566547,796;1527
27073;1443,73;Sòl inactiu;FALSO;VERDADERO;8143;ÒDENA;Plana dels Ametllers;SNU;382266,4713;4607642,638;1443,73
12071;1665,92;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;25072;CERVERA;l'avinguda de les Garrigues;SUC;355023,269;4614858,35;1665,92
209;28776;Sòl inactiu;FALSO;VERDADERO;43103;PERAFORT;el Camp Gran;SNU;353319,3049;4560056,46;28776
12023;8160,17;Sòl inactiu;FALSO;VERDADERO;25217;TÀRREGA;el Boscarró;SUD;344612,4537;4614762,794;8160,17
8598;16710,98;Sòl inactiu;FALSO;VERDADERO;17066;FIGUERES;Bosc del Rei;SNU;494372,4852;4680996,112;16710,98
27450;1097,71;Sòl inactiu;FALSO;VERDADERO;8260;SANTA PERPÈTUA DE MOGODA;Gallecs la Creueta;SUC;432607,8275;4597434,177;1097,71
23064;6743,1;Sòl inactiu;FALSO;VERDADERO;8301;VILADECANS;Ca l'Alemany;SNU;418803,0872;4573426,011;6743,1
25367;143,66;Sòl edificat;FALSO;VERDADERO;17145;RIBES DE FRESER;Colònia Saida;SUC;431656,6724;4684518,271;143,66
27663;591,35;Sòl net totalment urbanitzat;FALSO;VERDADERO;43148;TARRAGONA;Campclar;SNU;349507,5766;4553399,523;591,35
25284;2920;Sòl edificat;FALSO;VERDADERO;8015;BADALONA;Montigalà;SUC;436052,7346;4589662,302;2920
24108;115929,19;Sòl inactiu;FALSO;VERDADERO;25120;LLEIDA;Fondo dels Magraners (SUR-41);SNU;306417,2645;4608845,82;115929,19
25885;4090;Sòl edificat;FALSO;VERDADERO;8245;SANTA COLOMA DE GRAMENET;Barri Serra d'en Mena - Santa Coloma de Gramanet;SUC;434544,3708;4588421,93;4090
27386;8167,02;Sòl inactiu;FALSO;VERDADERO;43057;FEBRÓ,LA;Mas d'en Blai (Castillejos);SNU;332061,7833;4569385,612;8167,02
25419;827;Sòl edificat;FALSO;VERDADERO;8113;MANRESA;la Balconada;SUC;403149,4719;4619060,243;827
13450;18559,29;Sòl inactiu;FALSO;VERDADERO;43054;ESPLUGA DE FRANCOLÍ,L';Pla de Valentí;SNU;342150,3782;4585013,774;18559,29
26682;9,45;Sòl inactiu;FALSO;VERDADERO;43094;MÓRA LA NOVA;el Molló;;303836,8411;4549168,843;9,45
12075;1764,55;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;25072;CERVERA;l'avinguda de les Garrigues;SUC;355132,0359;4614860,035;1764,55
10893;1080;Sòl net parcialment urbanitzat (falta algun servei);VERDADERO;VERDADERO;8181;ROCA DEL VALLÈS,LA;Sector SPM-4 Vilalba;SUD;446367,7992;4608645,899;1080
23175;625,75;Sòl inactiu;FALSO;VERDADERO;43014;AMPOSTA;les Tosses;SNU;294236,0855;4508646,436;625,75
25809;1293;Sòl edificat;FALSO;VERDADERO;8281;TEIÀ;Plaça Catalunya;SUC;443326,836;4594307,894;1293
12622;14219,62;Sòl inactiu;FALSO;VERDADERO;25234;TREMP;Serrat de l'Aspre;SNU;328497,3287;4667485,042;14219,62
3440;2497;Sòl edificat;FALSO;VERDADERO;8056;CASTELLDEFELS;el Canal Piragüisme;SNU;415547,9122;4569582,519;2497
12034;3752,7;Sòl inactiu;FALSO;VERDADERO;25217;TÀRREGA;el Boscarró;SUD;344772,1049;4614696,872;3752,7
213;18475;Sòl inactiu;FALSO;VERDADERO;43103;PERAFORT;el Camp Gran;SNU;353579,6004;4560632,161;18475
22223;26697,39;Sòl inactiu;FALSO;VERDADERO;43904;ALDEA,L';Pol. Industrial Catalunya Sud;SNU;298622,8837;4515220,542;26697,39
24396;14862,42;Sòl inactiu;FALSO;VERDADERO;8189;SANT PERE DE SALLAVINERA;el Rentador;SNU;377439,3356;4621693,341;14862,42
5802;1118,93;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;43044;SÉNIA,LA;Polígon Industrial les Mataltes;SUD;274532,2907;4502231,296;1118,93
27135;1596,91;Sòl inactiu;FALSO;VERDADERO;8040;CANET DE MAR;Can Salat Busquets;SNU;464137,9156;4604425,415;1596,91
25846;2531;Sòl edificat;FALSO;VERDADERO;8019;BARCELONA;Trinitat Nova;SUC;431986,7643;4589046,74;2531
27211;30698,68;Sòl inactiu;FALSO;VERDADERO;43010;ALIÓ;Planes del Guardià;SNU;359923,9267;4573180,029;30698,68
23096;311,95;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;43123;REUS;el Mas Iglesias;SUC;341788,747;4556426,384;311,95
25734;1248,48;Sòl edificat;FALSO;VERDADERO;8187;SABADELL;Can Gambus-Arraona;SUC;424046,3675;4599690,319;1248,48
25398;1203;Sòl edificat;FALSO;VERDADERO;8022;BERGA;la Valldan;;;;1203
27144;3676,21;Sòl inactiu;FALSO;VERDADERO;8125;MONTCADA I REIXAC;Martinet;SNU;431365,0103;4593284,089;3676,21
27177;48838,92;Sòl inactiu;FALSO;VERDADERO;43010;ALIÓ;Planes del Guardià;SNU;359030,0863;4573555,072;48838,92
27321;22617;Sòl inactiu;FALSO;VERDADERO;43170;VILA-RODONA;Planes del Guardià;SNU;361384,6829;4573816,722;22617
22265;2673,14;Sòl inactiu;FALSO;VERDADERO;8244;SANTA COLOMA DE CERVELLÓ;Colònia Güell;SNU;418644,831;4579721,462;2673,14
27905;4856,86;Sòl net pendent execució obra;VERDADERO;VERDADERO;8266;CERDANYOLA DEL VALLÈS;el Centre Direccional;SUD;425435,335;4593831,303;4856,86
1161;7587,39;Sòl inactiu;FALSO;VERDADERO;8305;VILAFRANCA DEL PENEDÈS;les Bassetes;SNU;392129,9011;4578885,937;7587,39
2281;500;Sòl net totalment urbanitzat;FALSO;VERDADERO;17117;PALAFRUGELL;el Bruguerol;;514280,908;4640488,471;500
25649;2580;Sòl edificat;FALSO;VERDADERO;8163;PINEDA DE MAR;Pineda;SUC;473181,9178;4608249,763;2580
27393;16478,15;Sòl inactiu;FALSO;VERDADERO;43015;ARBOLÍ;Mas d'en Blai (Castillejos);SNU;330303,2184;4567913,522;16478,15
25358;866;Sòl edificat;FALSO;VERDADERO;17117;PALAFRUGELL;la Punxa;;;;866
12055;2795,44;Sòl inactiu;FALSO;VERDADERO;25217;TÀRREGA;el Boscarró;SUD;345043,8626;4614563,349;2795,44
9797;48113,7;Sòl inactiu;FALSO;VERDADERO;8089;GAVÀ;els Joncs (el Rourell);SNU;416482,3799;4572095,459;48113,7
23921;7917,5;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;17066;FIGUERES;el Culubret;;495317,8439;4679502,708;7917,5
11879;15357,31;Sòl inactiu;FALSO;VERDADERO;43170;VILA-RODONA;Planes del Guardià;SNU;360701,7991;4574425,01;15357,31
26815;23927,05;Sòl inactiu;FALSO;VERDADERO;25019;ALMACELLES;Parc Ind. Suport Aeroportuari Pla Almacelles;SNU;288697,1703;4620922,666;23927,05
23176;5104,54;Sòl inactiu;FALSO;VERDADERO;43014;AMPOSTA;les Tosses;SNU;294349,049;4509356,612;5104,54
26624;7519,72;Sòl inactiu;FALSO;VERDADERO;43010;ALIÓ;Planes del Guardià;SNU;359542,0955;4572941,246;7519,72
22933;1153,78;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;43060;FLIX;la Ventonella;SUD;293811,9292;4566311,075;1153,78
24130;528;;FALSO;VERDADERO;8187;SABADELL;Can Gambus-Arraona;;424103,806;4599722,94;528
23071;16019,55;Sòl inactiu;FALSO;VERDADERO;43904;ALDEA,L';lo Bordar;SNU;298229,7676;4515247,269;16019,55
8588;3229,28;Sòl inactiu;FALSO;VERDADERO;8307;VILANOVA I LA GELTRÚ;el Prat (la Millera);SNU;389874,2771;4562688,78;3229,28
25765;509;Sòl edificat;FALSO;VERDADERO;8124;MOLLET DEL VALLÈS;Mollet;SUC;435095,5597;4599899,176;509
136;5261,13;Sòl inactiu;FALSO;VERDADERO;8089;GAVÀ;els Joncs (el Rourell);SNU;416644,6528;4571918,567;5261,13
2336;534;Sòl net totalment urbanitzat;FALSO;VERDADERO;17226;VILAMALLA;el Pont del Príncep;;496837,8236;4675035,324;534
26927;16;Sòl inactiu;FALSO;VERDADERO;43162;VANDELLÒS I L'HOSPITALET DE L'INFANT;les Tàpies II;;322847,9544;4539668,554;16
24400;20945,94;Sòl inactiu;FALSO;VERDADERO;25003;AGRAMUNT;PP8;SNU;342804,2426;4626871,135;20945,94
6069;13196,81;Sòl inactiu;FALSO;VERDADERO;43161;VALLS;el Palau de Reig;SNU;355081,4338;4577065,838;13196,81
23156;539,71;Pendent de construcció;FALSO;VERDADERO;8019;BARCELONA;Parcel:les el Polvorí;;;;539,71
27400;109429,37;Sòl inactiu;FALSO;VERDADERO;43015;ARBOLÍ;Mas d'en Blai (Castillejos);SNU;331922,8217;4567954,737;109429,37
25364;1347;Sòl edificat;FALSO;VERDADERO;17141;PUIGCERDÀ;Colònia Simon;;;;1347
25575;1444,25;Sòl edificat;FALSO;VERDADERO;17008;ANGLÈS;Pla Parcial el Cuc;;;;1444,25
22219;6075,54;Sòl inactiu;FALSO;VERDADERO;43904;ALDEA,L';Estació Mercaderies;SNU;298535,6797;4514504,862;6075,54
25914;1815;Sòl edificat;FALSO;VERDADERO;8240;SANT SADURNÍ D'ANOIA;Compra d'habitatge per tanteig i retracte;;;;1815
24654;21763,52;Sòl inactiu;FALSO;VERDADERO;43010;ALIÓ;Planes del Guardià;SNU;359949,9038;4572883,584;21763,52
25666;5597;Sòl edificat;FALSO;VERDADERO;25040;BALAGUER;Balaguer;;;;5597
12049;2788,48;Sòl inactiu;FALSO;VERDADERO;25217;TÀRREGA;el Boscarró;SUD;345004,3615;4614638,874;2788,48
7345;1092,26;Sòl inactiu;FALSO;VERDADERO;25040;BALAGUER;Sector Sud de Campllong;SNU;318387,2489;4626748,972;1092,26
11203;2800;Sòl inactiu;FALSO;VERDADERO;8298;VIC;el Graell;;436908,3;4641396,89;2800
11877;27367,96;Sòl inactiu;FALSO;VERDADERO;43054;ESPLUGA DE FRANCOLÍ,L';Pla de Valentí;SNU;343017,2408;4584950,328;27367,96
27946;550,05;Pendent de construcció;FALSO;FALSO;8200;SANT BOI DE LLOBREGAT;carrer Baldiri Net i Figueres;;;;550,05
10301;187,78;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;43094;MÓRA LA NOVA;Sector 10;SUD;302962,5229;4552528,633;187,78
25830;1445,58;Sòl edificat;FALSO;VERDADERO;8266;CERDANYOLA DEL VALLÈS;Centre direccional;SUC;426871,5136;4594102,631;1445,58
9733;29566,78;Sòl inactiu;FALSO;VERDADERO;17221;VILAFANT;Mas Roca i Puig Grau;SNU;494540,1644;4679519,347;29566,78
25708;4445;Sòl edificat;FALSO;VERDADERO;17066;FIGUERES;Figueres;;;;4445
25814;306,89;Sòl edificat;FALSO;VERDADERO;8170;PRATS DE REI,ELS;Pg. Josep Ma. Llobet;SUC;378554,2073;4618077,536;306,89
7977;19812,8;Sòl inactiu;FALSO;VERDADERO;25217;TÀRREGA;Plans d'Ofegat;SNU;347380,7821;4613517,839;19812,8
24548;41961,54;Sòl inactiu;FALSO;VERDADERO;17044;CASSÀ DE LA SELVA;Can Vilallonga;SNU;491588,471;4635715,114;41961,54
26952;21543,31;Sòl inactiu;FALSO;VERDADERO;43108;PLA DE SANTA MARIA,EL;la Garriga Gran;SNU;358306,5705;4577704,994;21543,31
9574;676;;FALSO;VERDADERO;43035;CABACÉS;el carrer Pontarrer;SNU;309937,0429;4568579,309;676
27;120,05;Sòl inactiu;FALSO;VERDADERO;43009;ALFORJA;les Sorts;;330165,1455;4564637,73;120,05
25567;3897;Sòl edificat;FALSO;VERDADERO;8279;TERRASSA;Can Tusell;SUC;418180,1915;4603405,478;3897
25442;876;Sòl edificat;FALSO;VERDADERO;8305;VILAFRANCA DEL PENEDÈS;C/Torrelles Foix;;;;876
22959;2724,04;Sòl inactiu;FALSO;VERDADERO;8089;GAVÀ;el Camí Ral;;415478,9713;4570425,478;2724,04
27603;1024;Sòl edificat;FALSO;VERDADERO;8019;BARCELONA;Balsareny;;;;1024
22891;1466,43;Sòl edificat;FALSO;VERDADERO;8056;CASTELLDEFELS;el Canal Piragüisme;SNU;415552,1629;4570389,868;1466,43
11838;6088,54;Sòl inactiu;FALSO;VERDADERO;43170;VILA-RODONA;Planes del Guardià;SNU;360289,8944;4573968,074;6088,54
8078;4923,22;Sòl inactiu;FALSO;VERDADERO;25011;ALCARRÀS;lo Tossalet Roig;SNU;292478,3784;4605357,404;4923,22
27242;19066,24;Sòl inactiu;FALSO;VERDADERO;8187;SABADELL;Poble Nou Nord;SNU;427377,7599;4601598,159;19066,24
24688;14,81;Sòl inactiu;FALSO;VERDADERO;43044;SÉNIA,LA;Polígon Industrial les Mataltes;;274915,3957;4501880,676;14,81
22178;362,99;Sòl net pendent execució obra;VERDADERO;VERDADERO;17093;LLERS;Poble nou Nord;SND;492786,037;4682457,622;362,99
5804;1039,86;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;43044;SÉNIA,LA;Polígon Industrial les Mataltes;SUD;274570,3823;4502244,275;1039,86
25333;1221;Sòl edificat;FALSO;VERDADERO;25110;GUISSONA;Passeig Fluvià;SUC;358017,2522;4627095,927;1221
22197;61;Sòl net totalment urbanitzat;FALSO;VERDADERO;25058;BORGES BLANQUES,LES;Parcel·les al Polígon Borges Blanques 104;;321736,1714;4599118,967;61
27512;132,23;Sòl net totalment urbanitzat;FALSO;VERDADERO;8096;GRANOLLERS;les Tres Torres III;;440856,5609;4605448,153;132,23
17972;11972,44;Sòl inactiu;FALSO;VERDADERO;17152;ROSES;Polígon Industrial de Roses;SNU;512615,2795;4681376,125;11972,44
27899;4660,07;Sòl net pendent execució obra;VERDADERO;VERDADERO;8266;CERDANYOLA DEL VALLÈS;el Centre Direccional;SUD;425523,4208;4593858,976;4660,07
21321;903,7;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;17092;LLANçÀ;Guifré / Jofra / Esplanes;SUD;512326,1944;4689719,493;903,7
26692;9,45;Sòl inactiu;FALSO;VERDADERO;43094;MÓRA LA NOVA;el Molló;;303835,2367;4549149,465;9,45
3861;12588,02;;FALSO;VERDADERO;8184;RUBÍ;c/Bailen/Futur;;;;12588,02
24397;7129,61;Sòl inactiu;FALSO;VERDADERO;8189;SANT PERE DE SALLAVINERA;el Rentador;SNU;377565,5113;4621683,738;7129,61
11862;136,25;Sòl net totalment urbanitzat;FALSO;VERDADERO;43094;MÓRA LA NOVA;Sector 10;SUD;303095,3523;4552597,187;136,25
27197;53086,38;Sòl inactiu;FALSO;VERDADERO;43170;VILA-RODONA;Planes del Guardià;SNU;360186,1282;4574427,1;53086,38
17902;17515,56;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;8302;VILANOVA DEL CAMÍ;Riera de Castellolí;SUD;388181,4292;4602580,345;17515,56
25683;617;Sòl edificat;FALSO;VERDADERO;8019;BARCELONA;Par St.Oleguer;SUC;430652,7766;4580991,749;617
27434;1153,51;Sòl inactiu;FALSO;VERDADERO;8165;POBLA DE CLARAMUNT,LA;els Plans d'Arau;;388647,4163;4603647,212;1153,51
27241;2540,59;Sòl inactiu;FALSO;VERDADERO;43123;REUS;el Mas Iglesias;SUC;341768,931;4556516,675;2540,59
22967;1409,1;Sòl inactiu;FALSO;VERDADERO;8089;GAVÀ;el Camí Ral;;415667,0443;4570557,682;1409,1
176;20893,95;Sòl inactiu;FALSO;VERDADERO;25207;SOLSONA;Partida de Santa Llúcia;SNU;379405,6597;4649043,989;20893,95
24534;9807,61;Sòl inactiu;FALSO;VERDADERO;17221;VILAFANT;Mas Roca i Puig Grau;SNU;494765,7489;4679408,938;9807,61
26653;6241,73;Sòl inactiu;FALSO;VERDADERO;43047;CONSTANTÍ;Sant Ramon;SNU;345841,7311;4559285,684;6241,73
1129;206,99;Sòl inactiu;FALSO;VERDADERO;17141;PUIGCERDÀ;l'Avinguda del Segre;;412231,8759;4698479,096;206,99
26622;283,16;Sòl inactiu;FALSO;VERDADERO;8056;CASTELLDEFELS;Campus Universitari;SNU;414967,3569;4569987,648;283,16
3966;296,13;Sòl inactiu;FALSO;VERDADERO;25243;VIELHA E MIJARAN;Eth Solan;SNU;319776,656;4730332,649;296,13
23128;872;Sòl inactiu;FALSO;VERDADERO;17005;FAR D'EMPORDÀ,EL;Estació Duanera;;498727,9223;4675757,883;872
222;177654,55;Sòl inactiu;FALSO;VERDADERO;43155;TORTOSA;Vinallop;SNU;291126,4119;4516106,689;177654,55
24352;2812,22;Sòl inactiu;FALSO;VERDADERO;25217;TÀRREGA;el Boscarró;SUD;344834,0723;4614523,471;2812,22
27414;1461,86;Sòl inactiu;FALSO;VERDADERO;8169;PRAT DE LLOBREGAT,EL;Polígon industrial Pratense;SNU;426139,3835;4574814,695;1461,86
24776;487;Sòl edificat;FALSO;VERDADERO;43123;REUS;Habitatges del Parc de Maquinària;SUC;339091,8877;4558243,345;487
9806;1766,82;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;43018;ARNES;Plana del Riu;SUC;268500,2766;4532274,997;1766,82
26623;1421,11;Sòl inactiu;FALSO;VERDADERO;8056;CASTELLDEFELS;Campus Universitari;SNU;414973,6487;4569961,786;1421,11
26685;9,45;Sòl inactiu;FALSO;VERDADERO;43094;MÓRA LA NOVA;el Molló;;303833,6082;4549134,008;9,45
25381;1693,8;Sòl edificat;FALSO;VERDADERO;8274;SÚRIA;Sal i Pota;;;;1693,8
25796;1151,61;Sòl edificat;FALSO;VERDADERO;8260;SANTA PERPÈTUA DE MOGODA;Avinguda Girona-Av.Barcelona;SUC;431392,5797;4598073,088;1151,61
24375;1753,76;Sòl inactiu;FALSO;VERDADERO;25217;TÀRREGA;Plans d'Ofegat;SNU;346495,2919;4614190,224;1753,76
27581;7350,36;Sòl inactiu;FALSO;FALSO;25120;LLEIDA;Balàfia Nord (SUR 19);;;;7350,36
25450;1153,47;Sòl edificat;FALSO;VERDADERO;8096;GRANOLLERS;Tres Torres III;SUC;440818,4639;4605319,175;1153,47
26905;618,26;Sòl net parcialment urbanitzat (falta algun servei);FALSO;VERDADERO;43047;CONSTANTÍ;Parcel·la de sòl al barri de Centcelles;SNU;350272,914;4557284,821;618,26
24725;2042,15;Sòl inactiu;FALSO;VERDADERO;8061;CASTELLGALÍ;el Pla del Camí;SNU;404091,6474;4614325,839;2042,15
27835;1015;Sòl net totalment urbanitzat;FALSO;VERDADERO;8102;IGUALADA;les Comes;SUC;385049,0404;4605366,771;1015
4948;2426,42;Sòl net totalment urbanitzat;FALSO;VERDADERO;43018;ARNES;Plana del Riu;;268463,4374;4532283,07;2426,42
140;52;Sòl net totalment urbanitzat;FALSO;VERDADERO;17160;SANT FELIU DE GUÍXOLS;la Ronda;SNU;501702,9865;4625452,589;52
27419;502,55;Sòl inactiu;FALSO;VERDADERO;8112;MANLLEU;el Verdaguer;SNU;441901,5398;4650917,237;502,55
27202;7214,33;Sòl inactiu;FALSO;VERDADERO;43170;VILA-RODONA;Planes del Guardià;SNU;361154,7939;4574191,862;7214,33
22939;341;;FALSO;VERDADERO;8298;VIC;Obra vella - Pla del Remei;;;;341
24009;81;;FALSO;VERDADERO;8015;BADALONA;PII als 7 barris fronterers de la Serra d'en Mena (Badalona);SNU;435078,0196;4588447,452;81
23017;1657;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;8113;MANRESA;Serrat del Guix (Parc Tecnològic del Bages - PTB);;404117,2112;4622125,846;1657
22932;898,73;Sòl net totalment urbanitzat;VERDADERO;VERDADERO;43060;FLIX;la Ventonella;SUD;293779,6045;4566326,808;898,73
25539;538;Sòl edificat;FALSO;VERDADERO;25120;LLEIDA;c/ Alsamora;;;;538
25861;1157;Sòl edificat;FALSO;VERDADERO;43152;TORRE DE L'ESPANYOL,LA;Eixample;SUC;300717,1302;4562723,936;1157
25502;275;Sòl edificat;FALSO;VERDADERO;17032;CADAQUÉS;Corral de la Gal·la;SUC;522559,7585;4681844,847;275
22239;13796,16;Sòl inactiu;FALSO;VERDADERO;43904;ALDEA,L';Pol. Industrial Catalunya Sud;SNU;298682,1784;4515513,766;13796,16
